source,content
ekonomim.haber,"Türkiye Varlık Fonu (TVF), Ziraat Bankası, Türkiye Halk Bankası ve Türkiye Vakıflar Bankasının çekirdek sermayelerinin toplam 111,7 milyar lira artırılması için gerekli çalışmaları tamamladı.TVF sitesinden yapılan açıklamada şu bilgiler yer aldı:""TVF'nin finansal piyasalarda istikrar ve derinliği destekleme misyonu doğrultusunda Ziraat Bankası A.Ş, Türkiye Halk Bankası A.Ş. ve Türkiye Vakıflar Bankası TAO'nun sermaye yapılarının güçlendirilmesi amacıyla çekirdek sermayelerinin toplam 111,7 milyar TL artırılması için gerekli çalışmalar tamamlandı.Bu kapsamda, Ziraat Bankası A.Ş'ye 49,7 milyar lira ,Türkiye Halk Bankası A.Ş.'ye 30 milyar lira ve Türkiye Vakıflar Bankası T.A.O.'ya 32 milyar lira qçekirdek sermaye artırımı yapılmış olup, TVF'nin Türkiye Halk Bankası A.Ş'deki ortaklık payı yüzde 87,7’den yüzde 91,5'e, Türkiye Vakıflar Bankası T.A.O’'daki ortaklık payı ise yüzde 64,8’den yüzde 74,8'e yükselmiştir.Gerçekleştirilen güçlü sermaye artışı ile kamu bankalarının sermaye yeterlilik rasyolarının iyileştirilmesinin yanı sıra, küresel piyasalarda yaşanabilecek dalgalanmalara karşı bankaların finansal gücünün artırılması ile büyüme stratejilerine katkı sağlanması, reel sektörün desteklenmesi ve ülkemizde meydana gelen deprem felaketinden etkilenen vatandaşlarımızın finansman ihtiyaçlarının karşılanması hedeflenmiştir.Söz konusu işlemin finansmanı, Hazine ve Maliye Bakanlığı tarafından ikrazen ihraç edilen özel tertip Devlet İç Borçlanma Senetleri'nin piyasa rayicinden bankalara satışından elde edilecek nakitle karşılanacaktır. """
hurriyet,sonucyok
hurriyet,"Haberin DevamıUZUN SÜRE GÜZELLİĞİN SİMGESİ OLMUŞTUBu fiziksel özelliklere sahip olan oyuncu, tam 30 yıl boyunca ""en güzel"" unvanını, arada sırada başkalarıyla paylaşsa da kimselere kaptırmadı. Hatta onun gibi açık tenli, mavi gözlü ve koyu renk saçlı kadınlar tanımlanırken bile hep onun ""gibi güzel"" olduğu söylendi hep.Elbette köprülerin altından çok sular aktı, yıllar geçti. O efsane gençlik görünümü yerini daha olgun bir güzelliğe bıraktı. O ünlü oyuncu hala güzel ama görünüşe göre bu mirasını iki kızına da geçirmiş. Özellikle de biri, son bir yıldır gösteri dünyasında usul usul ilk adımlarını atmaya çoktan başladı bile. Katıldığı bir etkinlikte kendisine eşlik eden küçük kızı o gecenin yıldızı oldu deyim yerindeyse.Gözden KaçmasınKızı sordu, ünlü yıldızın omuzları düştü: Ama anne, bu çocuk istismarı! Benim yapmama izin verir miydin?Haberi görüntüleHaberin DevamıANLATTIKLARI DERS NİTELİĞİNDE: Ünlü oyuncu, belgeselde hayatının en çarpıcı bazı sırlarını ilk kez gözler önüne serdi.Tabii ki anladınız, geçen yılın son döneminden bu yana gündemin ilk sıralarında yer alan Brooke Shields'ten söz ettiğimizi. Kendisine çocuk yaşta ün kazandıran Pretty Baby (Güzel Bebek) adlı 1978 tarihli filmle aynı adı taşıyan belgesel, onun bu kadar konuşulmasının nedeni. O belgeselde öyle çarpıcı itiraflarda bulundu ki Shields, anlattıkları, sinema sektörüne girmeye hazırlananlara ders olacak türden.KIZININ GÜZELLİĞİ ONU GÖLGEDE BIRAKTILana Wilson'ın yönetmenliğini yaptığı belgesel ilk kez Sundance Film Festivali'nde seyirci karşısına çıktı. Sonra da ABD'nin çeşitli kentlerinde film için galalar düzenlenmeye başladı. Bunlardan biri de New York'ta yapıldı. Başta Brooke Shields olmak üzere filme emeği geçen herkes o galadaydı. 57 yaşındaki Shields'ı galada küçük kızı Grier Hammond Henchy ile kocası, film yapımcısı Chris Henchy yalnız bırakmadı.Brooke Shields, belgeselin ""esas kızı"" olarak elbette ön saflardaydı ve gecenin yıldızı olması bekleniyordu. Ama bu kez kırmızı halıda ondan rol çalan biri vardı... Hemen hatırlatalım, bu durum Shields'ı üzmedi, tam tersine gururlandırdı. Çünkü, kendisini gölgede bırakan kişi Chris Henchy ile evliliğinden dünyaya gelen iki kızından küçüğü olan Grier Hammon'dı.Haberin DevamıGözden KaçmasınAnnesine para verip 'Bu bebeği aldır' demişlerdiHaberi görüntüleHENÜZ 16 YAŞINDAHenüz 16 yaşında olan genç kızın en dikkat çeken özelliği, bire bir kopyası olmasa da annesinin gençlik yıllarından izler taşıyan güzelliği oldu. Tabii bir de annesini bile geride bırakan boyu. Yeri gelmişken, Hollywood'un en uzun boylu yıldızlarından biri olan Brooke Shields'ın boyunun 1.83 olduğunu hatırlatalım.Henüz 16 yaşında olan kızı Grier Hammond ise görünüşe göre bu konuda daha şimdiden annesini geride bıraktı. Çünkü her ikisi de topuklu ayakkabı giydiği halde Grier, Brooke Shields'ten daha uzun boylu görünüyordu.Gözden KaçmasınBugün olsa çocuk istismarı denilirdi: Bana hep çok güzel olduğumu söylediler, bu benim yüreğimi yaktıHaberi görüntüleHaberin DevamıDURU GÜZELLİĞİ DİKKAT ÇEKTİAnnesinin, yanına alıp gururla poz verdiği Grier, o gece için koyu kırmızı renkte klasik kesim bir pantolon ve ceket takım tercih etti. Görünümünü siyah; yüksek topuklu ayakkabılarla tamamladı. Genç kız, doğal kızıl saçlarını ise at kuyruğu şeklinde topladı.Grier Hammond Henchy öylesine genç ve öylesine duru bir görünüm sergiliyordu ki, kırmızı halıda fotoğrafçılar zaman zaman onu tek başına görüntülemek istedi.Gözden KaçmasınAdriana Lima kızını artık gizlemiyor: İşte benim canımHaberi görüntüleKOCASI DA YANINDAYDI: Brooke Shields'e o gecede kızı Grier'ın yanı sıra mutlu bir evlilik sürdürdüğü kocası Chris Henchy de eşlik etti. Çiftin 19 yaşındaki kızı Rowan Francis ise artık ailesinden ayrıldığı ve yüksek öğrenim görmek için başka kente gittiği için kırmızı halıda yer alamadı.Haberin DevamıGEÇEN YIL BİRLİKTE KAMERA KARŞISINA GEÇTİLERGrier Hammond ünlü bir anne ve sektörün içinden olan yapımcı bir babanın kızı olduğu için zaten bu ışıltılı dünyanın içine doğdu. Ama onun gösteri dünyasıyla ilgisi sadece bununla sınırlı değil. Çünkü genç kız, kısa bir süre önce modellik deneyimi de yaşadı. Geçen yıl annesi Brooke Shields ile birlikte Victoria's Secret'ın Anneler Günü için hazırladığı özel bir çekimde objektif karşısına geçti.Görünüşe göre Grier, moda dünyasında kariyer yapmaya hevesli. Brooke Shields, bu çekimin ardından People'a verdiği röportajda küçük kızı Grier'ın, moda dünyasına ilgi duyduğunu söylemişti. Bu çekimden önce kızına, kendisiyle birlikte bir kampanyada görev almayı isteyip istemediğini sordu. Kızından olumlu yanıt aldığında hissettiklerini de ""Duygusal anlamda çok güzel bir süreçti"" diyerek ifade etti.Haberin DevamıBrooke Shields, o röportajda aslında küçük kızının moda dünyasına adım atmasına karşı direndiğini saklamadı. Ama sonra Grier'ın küçük yaşına rağmen kendini idare edebildiğini görünce ne kadar güçlü bir karakteri olduğunu fark ettiğini sözlerine ekledi. ""Bu yüzden bu işin onu yiyip bitireceğini düşünmüyorum. Grier ile birlikte kamera karşısında olmak gerçekten eğlenceliydi"" diye konuştu ünlü yıldız.Gözden KaçmasınUğradığı tacizi yıllar sonra ilk kez anlattı: Kapı açıldı, içeri girdi ve çıplaktı... Ne yapacağımı bilemedimHaberi görüntüleBÜYÜK KIZI OKUMAK İÇİN EVDEN AYRILDIBrooke Shields ile Chris Henchy'nin, Grier dışında 19 yaşında Rowan Francis adında bir kızı daha bulunuyor. Fakat çiftin büyük kızı bir süre önce yüksek öğrenim için evden ayrıldı. Hatta Shields, kızının artık büyüdüğünü ve okumak için de olsa 'yuvadan uçtuğunu' sosyal medya hesabından gözyaşları içinde duyurmuştu.Geçen yılın ağustos ayında Rowan'ı okuduğu Wake Forest Üniversitesi'ne uğurlayan Shields, paylaştığı videoda 'Bu çok zor' demişti. Instagram'da 3.8 milyon takipçisi bulunan Shields, Kuzey Carolina'da okuyan kızı Rowan'ın gidişini kabullenmenin kolay olmadığını belirtti.Gözden KaçmasınBir kaza olmasın diye saçımı göğüslerime bantladılarHaberi görüntüle'ONLARI BÜYÜTÜYORSUNUZ, SİZİ BIRAKIYORLAR'Shields, kızının bu yıl ikinci sınıfta olduğunu hatırlatarak ""İkinci seferinde bunun daha kolay olacağını düşünmüştüm. Çünkü o bir süredir bizden uzakta"" dedi. Shields, kızının yaz tatilini kendileriyle birlikte geçirdiğini hatırlattı. Bu arada da ünlü oyuncunun gözyaşlarını tutamadığı görüldü.Shields ""Bu çok zor. Onu şimdiden özledim. Bizim bebeklerimiz. Onları büyütüyorsunuz ve sonra onlar sizden ayrılıyor"" diyerek sözlerini sürdürdü.İLK EVLİLİĞİ BAŞARISIZ OLDU: İlk evliliğini 1997 ile 1999 arasında bir dönemin tenis yıldızı Andre Agassi ile yapan Brooke Shields, 2001 yılından bu yana Chris Hency ile evli. YÜKSEK ÖĞRENİME ÖNEM VERİYORLARBrooke Shields de her he kadar küçük yaşından bu yana oyunculuk kariyerini sürdürüyor olsa da Hollywood'un üniversite mezunu yıldızlarından biri. Princeton Üniversitesi'nde Fransız edebiyatı okudu ünlü oyuncu. Eşi Chris Hency de New Mexico Üniversitesi'nden mezun.KIRMIZI MEZUNİYET ELBİSESİYLE GÜNDEME GELMİŞLERDİBrooke Shields ile ilk göz ağrısı Rowan, genç kızın lise mezuniyetinde giydiği kıyafet nedeniyle de birlikte gündeme gelmişlerdi. Rowan Hency, annesi Brooke Shields'ın 23 yıl önce bir Altın Küre töreninde giydiği kırmızı gece elbisesini giydi. Bu seçim, Shields'i de hem sevindirdi hem de duygulandırdı.Brooke Shields, kızı Rowan'ın mezuniyet töreni için seçtiği bu kırmızı elbiseyi 1998 yılında Altın Küre adayı olarak katıldığı bir törende giymişti. Ünlü oyuncu, Instagram sayfasında kızı Rowan'ın, yıllar önce kendisinin giydiği elbiseyle çekilen fotoğrafını paylaşıp duygusal bir mesaj yazdı.Gözden KaçmasınDaha hayattayken 'tahtına oturdu': Bir süreliğine 'kraliçe'Haberi görüntüle1998 ALTIN KÜRE TÖRENİNDE GİYMİŞTİBrooke Shields ""1998'de Altın Küre'ye aday gösterildiğimde bu elbiseyle gittiğim Altın Küre töreninin çok özel olduğunu düşünmüştüm. Fakat hiçbir şey, kızımın mezuniyet töreninde bu kıyafeti giydiğini görmeye hazırlayamazdı"" diye yazdı. Bu paylaşıma Brooke Shields'in takipçilerinden çok sayıda yorum ve beğeni geldi.Gözden Kaçmasın11 aylık yeğenini ve ağabeyini bir buçuk yıl arayla kaybetti: Ölümü tanıdığını sanıyordu ama bu darbe çok yıkıcı olduHaberi görüntüle"
hurriyet,"Haberin DevamıHull City'nin sahibi Acun Ilıcalı, Avrupa'dan bir kulüp daha satın almak için harekete geçti. Acun Ilıcalı kısa bir süre önce yaptığı açıklamada, İngiliz ekibindeki genç oyuncuların gelişimi için bir kulüp satın alma niyetinde olduğunu söylemişti.İrlanda basınından LMFM'in haberine göre; Acun Ilıcalı, İrlanda Premier Lig ekibi Dundalk FC'yi satın almak için görüşmelerde bulunmuştu. Acun Ilıcalı'nın Dundalk FC'yi satın alarak genç oyuncularına bu takımda forma şansı vermeyi planladığı belirtilmişti.DUNDALK İLE ANLAŞAMAMIŞTITürk iş insanı; İrlanda Premier Lig'in 2'nci haftasında Bohemians'ın Dundalk FC ile oynadığı maçı tribünden takip ederken görüntülenmişti. Acun Ilıcalı ile Dundalk FC arasındaki görüşmelerde anlaşma sağlanamamıştı.YENİ İDDİA İNGİLTERE'DENHaberin DevamıFanatik'in İngiliz basınından derlediği habere göre; Acun Ilıcalı'nın İrlanda Ligi ekiplerinden Shelbourne FC'yi satın almayı planladığı kaydedildi.Shelbourne FC'nin geçtiğimiz günlerde Atletic ile oynadığı maçı Acun Ilıcalı'nın tribünden izlediği vurgulandı. Acun Ilıcalı'nın yakın zamanda, Shelbourne FC'nin hisselerini satın almak istediği ifade edildi.Shelbourne FC şu anda İrlanda Ligi'nde 5'inci sırada bulunuyor. Ünlü iş adamı satın almak istediği kulübün teknik direktörlüğünü, Chelsea'nin eski futbolcularından Damien Duff yapıyor."
hurriyet,"Haberin DevamıDünyaca ünlü İspanyol spor gazetesi Marca, Avrupa'nın 5 büyük ligi dışında forma giyen oyunculardan oluşan bir kadro oluşturdu.Marca tarafından oluşturulan Avrupa'nın 5 büyük ligi dışından en iyi ilk 11'de iki Türk futbolcunun birden yer alması dikkatlerden kaçmadı. Fenerbahçe forması giyen Ferdi Kadıoğlu ile Feyenoord'un yıldızı Orkun Kökçü listeye giren iki Türk oldu.Avrupa'nın 5 büyük ligi dışından en iyi ilk 11 [Marca]🇵🇹 Diogo Costa - Porto🇹🇷 Ferdi Kadıoğlu - F.Bahçe🇳🇱 Timber - Ajax🇵🇹 Inacio - Sporting🇧🇷 Santos - Zenit🇹🇷 Orkun Kökcü - Feyenoord🇲🇽 Alvarez - Ajax🇬🇭 Kudus - Ajax🇸🇮 Sesko - Salzburg🇵🇹 Ramos - Benfica🇵🇹 Gonçalves - SportinBONSERVİS REKORUYLA GİDEBİLİRBu sezon Fenerbahçe'de oynadığı futbolla taraflı tarafsız herkesin takdirini kazanan Ferdi Kadıoğlu, Avrupa devlerinin transfer listesine yer alıyor. Borussia Dortmund, Sevilla ve Roma'nın da yakından ilgilendiği Ferdi'nin en ciddi talibi Napoli.Haberin Devamıİtalyan temsilcisinin yetenekli oyuncu için 30 milyon Euro'yu gözden çıkardığı belirtiliyor. Ferdi Kadıoğlu, bahsedilen rakam karşılığında Napoli'ye transfer olması durumunda bonservis rekoru kıracak.""FENERBAHÇE VE GALATASARAY HAYALİNİ KURUYORDUR""Orkun Kökçü milli takımda ve Feyenoord'daki performansıyla dikkatleri üzerine çekerken Ziggo Sport'a konuşan Hollanda futbolunun efsane ismi Ronald de Boer, milli oyuncuya övgü dolu sözler söyledi ve ilginç transfer iddialarında bulundu.Orkun Kökçü'nün transferi hakkında konuşan Ronald de Boer, ""Kesinlikle Feyenoord'dan çok büyük bir bonservis karşılığında ayrılacak. Bence onu burada tutmak çok zor. Türkiye'de Galatasaray ya da Fenerbahçe gibi kulüplerin Orkun Kökçü'nün hayalini kurduğunu düşünüyorum."" ifadelerini kullandı.."
hurriyet,"Haberin DevamıKullanım talimat süresi dolan ayakkabılar ile çanta gibi aksesuarlardan 'Geleceğe Dönüşüm' adlı proje kapsamında üretilen botlar, deprem bölgesindeki 100 okulda dağıtılacak. Botlar deremzede çocukların ayaklarını ısıtacak. Kullanım süresi dolan çantalardan dönüştürülen 10 bin çift bot, depremzede çocuklara dağıtılacak.Türk Hava Yolları Genel Müdürü Bilal Ekşi, “Bayrak taşıyıcı marka olarak dünyamız daha yeşil kalsın diye yeni projeler üretmeye gayret ediyoruz.Haberin DevamıGerçekleştirdiğimiz Geleceğe Dönüşüm projesi vesilesiyle 30 Mart Sıfır Atık Günü’ne de katkı sağladığımız için mutluyuz. Bu çerçevede tüm operasyonlarımızı sürdürülebilir çalışmalar ile optimize ediyor ve dünyamızı gelecek nesiller için korumaya gayret ediyoruz” dedi."
hurriyet,"Haberin DevamıBeşiktaş Asbaşkanı Emre Kocadağ, gündeme dair önemli açıklamalar yaptı.İşte Emre Kocadağ'ın sözleri;Bu durum hala tartışılıyorsa demek ki insanların vicdanında oturmayan şeyler var, adalet tam sağlanamamış. TFF'nin bu konuda uyması gereken bir düzenleme olmadığı için tartışmalar halen devam ediyorACELECİ BİR KARAR ALINDITFF'nin kulüplerin görüşlerini alması gerekiyordu. Maalesef uluslararası örnekleri incelemeyerek, aceleci bir karar alındı. Sayın başkanımızın o dönemki haklı söylemleri bugün kamuoyu vicdanında tecelli ediyor. Kulüplerin büyük bir çoğunluğu bu konuda vicdanen adaletli bir karar alınmadığını düşünüyor.Gözden KaçmasınUEFA'dan Sivasspor'a seyircisiz oynama cezası! Fenerbahçe ve Trabzonspor...Haberi görüntüleKABUL ETMİYORUZUEFA'nın bir sürü talimatnamesi var. Bugün ligden çekilme kararı alan kulüpler olduğu zaman her konuda hassas davranan TFF, bu konuda yeterince hassas davranmıyor ve UEFA talimatnamesini görmezden geliyor. TFF'nin bu kararı alırken bazı kulüplerin menfaatlerini kolladığını görüyoruz ve biz bunu kabul etmiyoruz.Haberin DevamıADİL BİR ÇÖZÜM MÜ?Biz, lig bittiğinde 18 deplasman oynayacağız. Başka rakibimiz 16, başka rakibimiz 17... Bu adil bir çözüm müdür? Bununla ilgili bir cevap getirmelerini bekliyoruz. 1 golle şampiyonluklar yaşanıyor. Hafta sonu Fenerbahçe deplasmanına gideceğiz. Deplasmanda oynamak önemli bir konu değilse, bu konu ligin kaderini etkilemiyorsa, bu maçları tarafsız sahada oynayalım.BU KESİN ÇÖZÜM MÜDÜR?Ligden çekilen takımların lige olan etkisinin sıfıra yakın yapmamız lazım. Sıfır olma ihtimali yok. Alınan hiçbir karar tamamen doğru veya yanlış olmayacak. Vicdanlı tarafa yaklaşacak yegane sonuç, bizim önerdiğimiz çözüm olur. Bu takımlar keyfi olarak maça çıkmamazlık yapmıyorlar. Bu takımlarımız lige devam edemiyorlar. Lige etkileri yok. Bu takımları lige başlamamış gibi saymamız gerekiyor. Bu kesin çözüm müdür? Bizim için doğruya en yakın çözüm budur.GALATASARAY'IN 3 PUAN ALACAĞININ GARANTİSİ VAR MIYDI?Galatasaray, Hatay deplasmanında son 3 sezondur puan alamamış. Galatasaray'ın orada 3 puan alacağının garantisi var mıydı? Benim puan kaybettiğim yerde, Galatasaray ve Fenerbahçe'nin puan kaybetmeyeceğinin garantisi var mı?Haberin Devamı"
bloomberght,"2022 yÄ±lÄ±nda TÃ¼rkiye'de 1,6 milyar euroluk yatÄ±rÄ±ma imza atan ve depremden etkilenen bÃ¶lge iÃ§in 1,5 milyar euroluk yatÄ±rÄ±m taahhÃ¼dÃ¼ bulunan Avrupa Ä°mar ve KalkÄ±nma BankasÄ± (EBRD) TÃ¼rkiye'deki yatÄ±rÄ±mlarÄ±na devam ediyor.EBRD'den yapÄ±lan aÃ§Ä±klamaya gÃ¶re Fraport TAV Antalya YatÄ±rÄ±m, YapÄ±m ve Ä°Åletme (FTA) tarafÄ±na 140 milyon euroluk sermaye yatÄ±rÄ±mlarÄ± kÃ¶prÃ¼ kredisi saÄlÄ±yor. SÃ¶z konusu finansmanÄ±n UluslararasÄ± Finans Kurumu ve Asya AltyapÄ± YatÄ±rÄ±m BankasÄ± (AIIB) fonlarÄ±nÄ± iÃ§eren finansman paketinin parÃ§asÄ± olduÄu belirtildi.EBRD'nin yatÄ±rÄ±mÄ±nÄ±n Antalya havalimanÄ±nÄ±n yeni altyapÄ±sÄ±nÄ±n tamamlanmasÄ±na ve enerji verimliliÄi yatÄ±rÄ±mlarÄ±na destek sunmasÄ± Ã¶ngÃ¶rÃ¼lÃ¼yor. Proje, LEED sertifikalÄ± terminaller ve bir gÃ¼neÅ enerjisi santrali yatÄ±rÄ±mÄ±nÄ± da iÃ§eriyor. YatÄ±rÄ±m iÃ§in FTA'nÄ±n sÃ¶zleÅmeli iÅgÃ¼cÃ¼ iÃ§erisinde kadÄ±n Ã§alÄ±ÅanlarÄ±nÄ±n payÄ±nÄ±n artÄ±rÄ±lmasÄ±nÄ± da taahhÃ¼t ettiÄi belirtildi.Krediyle ilgili aÃ§Ä±klama yapan TAV CFO'su Burcu GeriÅ, EBRD'nin saÄladÄ±ÄÄ± kredinin Antalya havalimanÄ±ndaki kapasite yatÄ±rÄ±mlarÄ±na katkÄ± sunacaÄÄ±nÄ± ifade etti. "
bloomberght,"Ä°ngiltere'nin UluslararasÄ± Ticaretten Sorumlu Devlet BakanÄ± Kemi Badenoch, Twitter hesabÄ±ndan yaptÄ±ÄÄ± aÃ§Ä±klamada, Ä°ngiltere'nin CPTPP'ye resmen katÄ±lÄ±mÄ± iÃ§in mÃ¼zakerelerin tamamlandÄ±ÄÄ±nÄ± bildirerek, ""Dinamik Hint-Pasifik bÃ¶lgesiyle ticaretimizi artÄ±rmak, Ä°ngiltere iÅ dÃ¼nyasÄ± ve tÃ¼keticiler iÃ§in harika bir haber."" ifadesini kullandÄ±.CPTPP'nin 11 Ã¼yesi arasÄ±nda, Avustralya, Brunei, Kanada, Åili, Japonya, Malezya, Meksika, Yeni Zelanda, Peru, Singapur ve Vietnam bulunuyor.Ä°ngiltere'nin CPTPP'ye katÄ±lÄ±mÄ±na iliÅkin mÃ¼zakerelerin yaklaÅÄ±k iki yÄ±ldÄ±r sÃ¼rdÃ¼ÄÃ¼ biliniyor. Ä°ngiliz Parlamentosu ve diÄer Ã¼ye Ã¼lkelerin parlamentolarÄ± tarafÄ±ndan onaylanmasÄ±nÄ±n ardÄ±ndan, Ä°ngiltere CPTPP'nin 12. Ã¼yesi olacak.Ãlkenin bloka katÄ±lÄ±mÄ± Brexit sonrasÄ±ndaki en Ã¶nemli gÃ¼ndem maddelerinden biri olmuÅtu. "
bloomberght,"Hazine destekli TÃ¼rk LirasÄ± KKM hesaplarÄ±nda faiz tavanÄ± kaldÄ±rÄ±ldÄ±. KKMâlerde asgari faiz oranÄ± politika faiz oranÄ±nda olacak, Ã¼st sÄ±nÄ±rÄ± banka belirleyecek.Resmi Gazeteâde yer alan aÃ§Ä±klamada Åu ifadelere yer verildi,â23/2/2022 tarihli ve 5206 sayÄ±lÄ± CumhurbaÅkanÄ± KararÄ± ile yÃ¼rÃ¼rlÃ¼Äe konulan Mevduat ve KatÄ±lma HesaplarÄ±nÄ±n Kur ArtÄ±ÅlarÄ±na KarÅÄ± Desteklenmesine Ä°liÅkin KararÄ±n 5âinci maddesinin birinci ve ikinci fÄ±kralarÄ± aÅaÄÄ±daki Åekilde deÄiÅtirilmiÅ, aynÄ± maddenin Ã¼Ã§Ã¼ncÃ¼ ve dÃ¶rdÃ¼ncÃ¼ fÄ±kralarÄ± yÃ¼rÃ¼rlÃ¼kten kaldÄ±rÄ±lmÄ±ÅtÄ±r.







(1) Bu Karar kapsamÄ±nda destekten faydalanacak KKHâlere iliÅkin faiz oranÄ± ikinci fÄ±kradaki asgari orandan az olmamak Ã¼zere bankalar ve yararlanÄ±cÄ±lar arasÄ±nda serbestÃ§e belirlenir.KatÄ±lÄ±m bankalarÄ±nda aÃ§Ä±lacak KKHâlerin katÄ±lÄ±m bankacÄ±lÄ±ÄÄ± esaslarÄ± Ã§erÃ§evesinde belirlenecek kÃ¢r payÄ± oranlarÄ±na uygun Åekilde aÃ§Ä±lmasÄ± gerekir.(2) Mevduat bankalarÄ±nÄ±n KKHâlere uygulayacaÄÄ± asgari faiz oranÄ±, TCMB tarafÄ±ndan belirlenen bir hafta vadeli repo ihale faiz oranÄ±dÄ±r.Bu Karar hÃ¼kÃ¼mlerini Hazine ve Maliye BakanÄ± yÃ¼rÃ¼tÃ¼r.âTÃ¼rkiye Cumhuriyet Merkez BankasÄ±'nÄ±n (TCMB) dÃ¶viz rezervlerinde 24 Mart haftasÄ±nda dÃ¼ÅÃ¼Å izlendi.TCMB verilerine gÃ¶re geÃ§en hafta brÃ¼t rezervler 2,2 milyar dolar dÃ¼ÅÃ¼Åle 124,7 milyar dolar olarak kaydedildi. BankanÄ±n brÃ¼t dÃ¶viz rezervlerinde ise 2,6 milyarlÄ±k dÃ¼ÅÃ¼Å oldu. 24 Mart haftasÄ±nda brÃ¼t dÃ¶viz rezervleri 71,3 milyar dolar olarak gerÃ§ekleÅti. AltÄ±n rezervleri ise 53,4 milyar dolar oldu.







AynÄ± haftada TCMB'nin net rezervleri 1,1 milyar dolar dÃ¼ÅÃ¼Åle 18,9 milyar dolara geriledi. Swap hariÃ§ net rezervler ise eksi 41,7 milyar dolar olarak kaydedildi. 17 Mart haftasÄ±nda bankanÄ±n swap hariÃ§ net rezervleri eksi 40,2 milyar dolar olmuÅtu. 








TCMB LÄ°KÄ°DÄ°TE DESTEKLEYÄ°CÄ° ARAÃLARI GÃNCELLEMEYÄ° DEÄERLENDÄ°RDÄ°




 Kur korumalÄ± mevduat tarafÄ±nda geÃ§en hafta artÄ±Å ivmesinin devam ettiÄi izlendi.BankacÄ±lÄ±k DÃ¼zenleme ve Denetleme Kurumu (BDDK) verilerine gÃ¶re, kur korumalÄ± mevduatlar 33 milyar TL artÄ±Åla 1,67 trilyon TL oldu.DÃ¶viz mevduatlarÄ±nda ise parite etkisi dikkat Ã§ekti. ManÅet veriye gÃ¶re, mevduatlar 48 milyon dolar artÄ±Åla 186,5 milyar dolar oldu.Parite etkisinden arÄ±ndÄ±rÄ±ldÄ±ÄÄ±nda ise dÃ¶viz mevduatlarÄ±nÄ±n 1,7 milyar dolar gerilediÄi gÃ¶rÃ¼ldÃ¼. DÃ¶viz mevduatlarÄ± pariteden arÄ±ndÄ±rÄ±lmÄ±Å olarak gerÃ§ek kiÅilerde 996 milyon dolar, tÃ¼zel kiÅilerde 669 milyon dolar azaldÄ±.







"
bloomberght,"S&P'nin yayımladığı, yılın ikinci çeyreğine ilişkin küresel kredi koşulları raporunda, küresel kredi kalitesinin aşınmaya devam ettiğine işaret edilerek, ekonomik dayanıklılığın bu yıl şimdiye kadarki not indirimlerinin hızını bir şekilde sınırladığı aktarıldı.Raporda, yavaşlayan ekonomik büyümenin, yapışkan enflasyonun ve daha sıkı finansman koşullarının krediler üzerinde baskı oluşturmasının beklendiği ifade edildi.En fazla risk altında tüketim malları, perakende, medya ve gayrimenkul kredilerinin olduğu kaydedilen raporda, S&P'nin temel durum senaryosunda temerrüt oranlarının bu yıl ikiye katlanarak ABD'de yüzde 4'ün üzerine ve Avrupa'da yüzde 3,25'e çıkacağının varsayıldığı bildirildi.Raporda, keskin bir şekilde yükselen faiz oranlarının tam etkisinin henüz gerçekleşmediğine dikkati çekilerek, ABD ve Avrupa'daki bankacılık stresinin, güvenin ne kadar çabuk aşınabileceğini hatırlattığı aktarıldı.Sektördeki gelişmelere yetkililerin hızlı cevabının, daha büyük bir yayılmanın önleneceğini gösterdiği kaydedilen raporda, yüksek faiz oranlarının kredi finansman maliyetlerini ve varlık fiyatlarını daha da zorlamasının olası olduğu vurgulandı.Raporda, tutucu borç verme standartlarıyla birleşen daha sıkı finansman koşullarının birçok ekonomiyi ""sert iniş""e yaklaştırabileceğine işaret edilerek, piyasa duyarlılığındaki değişimler veya gizli stresin daha fazla açığa çıkmasının oynaklığı tetikleyebileceği aktarıldı.Ayrıca raporda, Rusya-Ukrayna Savaşı'ndan ve ABD-Çin gerilimlerinden kaynaklanan jeopolitik risklerin akut kalmaya devam ettiği vurgulandı.Küresel ekonomik büyümenin bu yıl yüzde 2,7 olmasının tahmin edildiği bildirilen raporda, ABD'nin yüzde 0,7, Euro Bölgesi'nin yüzde 0,3, Çin'in yüzde 5,5 büyümesinin beklendiği, Birleşik Krallık'ın ise yüzde 0,5 küçülmesinin öngörüldüğü belirtildi.Raporda enflasyon beklentilerinin ise 2023 için ABD'de yüzde 4,2, Euro Bölgesi'nde yüzde 5,9, Çin'de yüzde 2,3 ve Birleşik Krallık'ta yüzde 5,8 olduğu ifade edildi. "
bloomberght,sonucyok
